"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"G-7","HUR","TOT","PC_LF","M","1997-01",6.720247,"E"
"G-7","HUR","TOT","PC_LF","M","1997-02",6.705805,"E"
"G-7","HUR","TOT","PC_LF","M","1997-03",6.632594,"E"
"G-7","HUR","TOT","PC_LF","M","1997-04",6.603858,"E"
"G-7","HUR","TOT","PC_LF","M","1997-05",6.568616,"E"
"G-7","HUR","TOT","PC_LF","M","1997-06",6.594038,"E"
"G-7","HUR","TOT","PC_LF","M","1997-07",6.497759,"E"
"G-7","HUR","TOT","PC_LF","M","1997-08",6.455468,"E"
"G-7","HUR","TOT","PC_LF","M","1997-09",6.467027,"E"
"G-7","HUR","TOT","PC_LF","M","1997-10",6.42685,"E"
"G-7","HUR","TOT","PC_LF","M","1997-11",6.375587,"E"
"G-7","HUR","TOT","PC_LF","M","1997-12",6.384085,"E"
"G-7","HUR","TOT","PC_LF","M","1998-01",6.363077,"E"
"G-7","HUR","TOT","PC_LF","M","1998-02",6.338794,"E"
"G-7","HUR","TOT","PC_LF","M","1998-03",6.394197,"E"
"G-7","HUR","TOT","PC_LF","M","1998-04",6.308088,"E"
"G-7","HUR","TOT","PC_LF","M","1998-05",6.34429,"E"
"G-7","HUR","TOT","PC_LF","M","1998-06",6.396363,"E"
"G-7","HUR","TOT","PC_LF","M","1998-07",6.381535,"E"
"G-7","HUR","TOT","PC_LF","M","1998-08",6.38588,"E"
"G-7","HUR","TOT","PC_LF","M","1998-09",6.39669,"E"
"G-7","HUR","TOT","PC_LF","M","1998-10",6.375393,"E"
"G-7","HUR","TOT","PC_LF","M","1998-11",6.348902,"E"
"G-7","HUR","TOT","PC_LF","M","1998-12",6.310851,"E"
"G-7","HUR","TOT","PC_LF","M","1999-01",6.262891,"E"
"G-7","HUR","TOT","PC_LF","M","1999-02",6.310915,"E"
"G-7","HUR","TOT","PC_LF","M","1999-03",6.215474,"E"
"G-7","HUR","TOT","PC_LF","M","1999-04",6.272825,"E"
"G-7","HUR","TOT","PC_LF","M","1999-05",6.155533,"E"
"G-7","HUR","TOT","PC_LF","M","1999-06",6.182491,"E"
"G-7","HUR","TOT","PC_LF","M","1999-07",6.185745,"E"
"G-7","HUR","TOT","PC_LF","M","1999-08",6.079529,"E"
"G-7","HUR","TOT","PC_LF","M","1999-09",6.059402,"E"
"G-7","HUR","TOT","PC_LF","M","1999-10",5.97788,"E"
"G-7","HUR","TOT","PC_LF","M","1999-11",5.903447,"E"
"G-7","HUR","TOT","PC_LF","M","1999-12",5.869751,"E"
"G-7","HUR","TOT","PC_LF","M","2000-01",5.84378,"E"
"G-7","HUR","TOT","PC_LF","M","2000-02",5.891895,"E"
"G-7","HUR","TOT","PC_LF","M","2000-03",5.831664,"E"
"G-7","HUR","TOT","PC_LF","M","2000-04",5.692204,"E"
"G-7","HUR","TOT","PC_LF","M","2000-05",5.71358,"E"
"G-7","HUR","TOT","PC_LF","M","2000-06",5.658093,"E"
"G-7","HUR","TOT","PC_LF","M","2000-07",5.652501,"E"
"G-7","HUR","TOT","PC_LF","M","2000-08",5.6804,"E"
"G-7","HUR","TOT","PC_LF","M","2000-09",5.607496,"E"
"G-7","HUR","TOT","PC_LF","M","2000-10",5.535183,"E"
"G-7","HUR","TOT","PC_LF","M","2000-11",5.555118,"E"
"G-7","HUR","TOT","PC_LF","M","2000-12",5.528263,"E"
"G-7","HUR","TOT","PC_LF","M","2001-01",5.621463,"E"
"G-7","HUR","TOT","PC_LF","M","2001-02",5.616663,"E"
"G-7","HUR","TOT","PC_LF","M","2001-03",5.623654,"E"
"G-7","HUR","TOT","PC_LF","M","2001-04",5.66392,"E"
"G-7","HUR","TOT","PC_LF","M","2001-05",5.688497,"E"
"G-7","HUR","TOT","PC_LF","M","2001-06",5.781667,"E"
"G-7","HUR","TOT","PC_LF","M","2001-07",5.823223,"E"
"G-7","HUR","TOT","PC_LF","M","2001-08",5.976528,"E"
"G-7","HUR","TOT","PC_LF","M","2001-09",6.041633,"E"
"G-7","HUR","TOT","PC_LF","M","2001-10",6.209803,"E"
"G-7","HUR","TOT","PC_LF","M","2001-11",6.332059,"E"
"G-7","HUR","TOT","PC_LF","M","2001-12",6.445977,"E"
"G-7","HUR","TOT","PC_LF","M","2002-01",6.37527,"E"
"G-7","HUR","TOT","PC_LF","M","2002-02",6.391093,"E"
"G-7","HUR","TOT","PC_LF","M","2002-03",6.413843,"E"
"G-7","HUR","TOT","PC_LF","M","2002-04",6.520835,"E"
"G-7","HUR","TOT","PC_LF","M","2002-05",6.481338,"E"
"G-7","HUR","TOT","PC_LF","M","2002-06",6.50122,"E"
"G-7","HUR","TOT","PC_LF","M","2002-07",6.481144,"E"
"G-7","HUR","TOT","PC_LF","M","2002-08",6.485911,"E"
"G-7","HUR","TOT","PC_LF","M","2002-09",6.464049,"E"
"G-7","HUR","TOT","PC_LF","M","2002-10",6.481664,"E"
"G-7","HUR","TOT","PC_LF","M","2002-11",6.518902,"E"
"G-7","HUR","TOT","PC_LF","M","2002-12",6.580386,"E"
"G-7","HUR","TOT","PC_LF","M","2003-01",6.577295,"E"
"G-7","HUR","TOT","PC_LF","M","2003-02",6.578779,"E"
"G-7","HUR","TOT","PC_LF","M","2003-03",6.617661,"E"
"G-7","HUR","TOT","PC_LF","M","2003-04",6.687366,"E"
"G-7","HUR","TOT","PC_LF","M","2003-05",6.726839,"E"
"G-7","HUR","TOT","PC_LF","M","2003-06",6.797603,"E"
"G-7","HUR","TOT","PC_LF","M","2003-07",6.701005,"E"
"G-7","HUR","TOT","PC_LF","M","2003-08",6.645851,"E"
"G-7","HUR","TOT","PC_LF","M","2003-09",6.666925,"E"
"G-7","HUR","TOT","PC_LF","M","2003-10",6.579244,"E"
"G-7","HUR","TOT","PC_LF","M","2003-11",6.526219,"E"
"G-7","HUR","TOT","PC_LF","M","2003-12",6.425818,"E"
"G-7","HUR","TOT","PC_LF","M","2004-01",6.444396,"E"
"G-7","HUR","TOT","PC_LF","M","2004-02",6.41384,"E"
"G-7","HUR","TOT","PC_LF","M","2004-03",6.492894,"E"
"G-7","HUR","TOT","PC_LF","M","2004-04",6.395424,"E"
"G-7","HUR","TOT","PC_LF","M","2004-05",6.380238,"E"
"G-7","HUR","TOT","PC_LF","M","2004-06",6.387801,"E"
"G-7","HUR","TOT","PC_LF","M","2004-07",6.359775,"E"
"G-7","HUR","TOT","PC_LF","M","2004-08",6.301591,"E"
"G-7","HUR","TOT","PC_LF","M","2004-09",6.275623,"E"
"G-7","HUR","TOT","PC_LF","M","2004-10",6.320685,"E"
"G-7","HUR","TOT","PC_LF","M","2004-11",6.297792,"E"
"G-7","HUR","TOT","PC_LF","M","2004-12",6.263765,"E"
"G-7","HUR","TOT","PC_LF","M","2005-01",6.211159,"E"
"G-7","HUR","TOT","PC_LF","M","2005-02",6.309744,"E"
"G-7","HUR","TOT","PC_LF","M","2005-03",6.215378,"E"
"G-7","HUR","TOT","PC_LF","M","2005-04",6.219491,"E"
"G-7","HUR","TOT","PC_LF","M","2005-05",6.21857,"E"
"G-7","HUR","TOT","PC_LF","M","2005-06",6.152374,"E"
"G-7","HUR","TOT","PC_LF","M","2005-07",6.115758,"E"
"G-7","HUR","TOT","PC_LF","M","2005-08",6.075034,"E"
"G-7","HUR","TOT","PC_LF","M","2005-09",6.137201,"E"
"G-7","HUR","TOT","PC_LF","M","2005-10",6.15332,"E"
"G-7","HUR","TOT","PC_LF","M","2005-11",6.164225,"E"
"G-7","HUR","TOT","PC_LF","M","2005-12",6.050884,"E"
"G-7","HUR","TOT","PC_LF","M","2006-01",5.978178,"E"
"G-7","HUR","TOT","PC_LF","M","2006-02",5.93505,"E"
"G-7","HUR","TOT","PC_LF","M","2006-03",5.88484,"E"
"G-7","HUR","TOT","PC_LF","M","2006-04",5.873745,"E"
"G-7","HUR","TOT","PC_LF","M","2006-05",5.799494,"E"
"G-7","HUR","TOT","PC_LF","M","2006-06",5.79679,"E"
"G-7","HUR","TOT","PC_LF","M","2006-07",5.820724,"E"
"G-7","HUR","TOT","PC_LF","M","2006-08",5.786571,"E"
"G-7","HUR","TOT","PC_LF","M","2006-09",5.688012,"E"
"G-7","HUR","TOT","PC_LF","M","2006-10",5.600279,"E"
"G-7","HUR","TOT","PC_LF","M","2006-11",5.606101,"E"
"G-7","HUR","TOT","PC_LF","M","2006-12",5.516141,"E"
"G-7","HUR","TOT","PC_LF","M","2007-01",5.614403,"E"
"G-7","HUR","TOT","PC_LF","M","2007-02",5.521485,"E"
"G-7","HUR","TOT","PC_LF","M","2007-03",5.437193,"E"
"G-7","HUR","TOT","PC_LF","M","2007-04",5.39611,"E"
"G-7","HUR","TOT","PC_LF","M","2007-05",5.347502,"E"
"G-7","HUR","TOT","PC_LF","M","2007-06",5.344329,"E"
"G-7","HUR","TOT","PC_LF","M","2007-07",5.4002,"E"
"G-7","HUR","TOT","PC_LF","M","2007-08",5.371927,"E"
"G-7","HUR","TOT","PC_LF","M","2007-09",5.411472,"E"
"G-7","HUR","TOT","PC_LF","M","2007-10",5.421442,"E"
"G-7","HUR","TOT","PC_LF","M","2007-11",5.373066,"E"
"G-7","HUR","TOT","PC_LF","M","2007-12",5.473032,"E"
"G-7","HUR","TOT","PC_LF","M","2008-01",5.477954,"E"
"G-7","HUR","TOT","PC_LF","M","2008-02",5.434586,"E"
"G-7","HUR","TOT","PC_LF","M","2008-03",5.477436,"E"
"G-7","HUR","TOT","PC_LF","M","2008-04",5.459539,"E"
"G-7","HUR","TOT","PC_LF","M","2008-05",5.659833,"E"
"G-7","HUR","TOT","PC_LF","M","2008-06",5.726465,"E"
"G-7","HUR","TOT","PC_LF","M","2008-07",5.807144,"E"
"G-7","HUR","TOT","PC_LF","M","2008-08",5.973194,"E"
"G-7","HUR","TOT","PC_LF","M","2008-09",5.98004,"E"
"G-7","HUR","TOT","PC_LF","M","2008-10",6.142037,"E"
"G-7","HUR","TOT","PC_LF","M","2008-11",6.375126,"E"
"G-7","HUR","TOT","PC_LF","M","2008-12",6.692827,"E"
"G-7","HUR","TOT","PC_LF","M","2009-01",6.995906,"E"
"G-7","HUR","TOT","PC_LF","M","2009-02",7.377875,"E"
"G-7","HUR","TOT","PC_LF","M","2009-03",7.667937,"E"
"G-7","HUR","TOT","PC_LF","M","2009-04",7.843862,"E"
"G-7","HUR","TOT","PC_LF","M","2009-05",8.097045,"E"
"G-7","HUR","TOT","PC_LF","M","2009-06",8.208853,"E"
"G-7","HUR","TOT","PC_LF","M","2009-07",8.247721,"E"
"G-7","HUR","TOT","PC_LF","M","2009-08",8.288396,"E"
"G-7","HUR","TOT","PC_LF","M","2009-09",8.369048,"E"
"G-7","HUR","TOT","PC_LF","M","2009-10",8.436293,"E"
"G-7","HUR","TOT","PC_LF","M","2009-11",8.399164,"E"
"G-7","HUR","TOT","PC_LF","M","2009-12",8.349973,"E"
"G-7","HUR","TOT","PC_LF","M","2010-01",8.308755,"E"
"G-7","HUR","TOT","PC_LF","M","2010-02",8.313183,"E"
"G-7","HUR","TOT","PC_LF","M","2010-03",8.331904,"E"
"G-7","HUR","TOT","PC_LF","M","2010-04",8.342336,"E"
"G-7","HUR","TOT","PC_LF","M","2010-05",8.203472,"E"
"G-7","HUR","TOT","PC_LF","M","2010-06",8.07904,"E"
"G-7","HUR","TOT","PC_LF","M","2010-07",8.034723,"E"
"G-7","HUR","TOT","PC_LF","M","2010-08",8.064546,"E"
"G-7","HUR","TOT","PC_LF","M","2010-09",8.064422,"E"
"G-7","HUR","TOT","PC_LF","M","2010-10",8.050686,"E"
"G-7","HUR","TOT","PC_LF","M","2010-11",8.143465,"E"
"G-7","HUR","TOT","PC_LF","M","2010-12",7.909994,"E"
"G-7","HUR","TOT","PC_LF","M","2011-01",7.801719,"E"
"G-7","HUR","TOT","PC_LF","M","2011-02",7.690018,"E"
"G-7","HUR","TOT","PC_LF","M","2011-03",7.645468,"E"
"G-7","HUR","TOT","PC_LF","M","2011-04",7.688437,"E"
"G-7","HUR","TOT","PC_LF","M","2011-05",7.668124,"E"
"G-7","HUR","TOT","PC_LF","M","2011-06",7.707636,"E"
"G-7","HUR","TOT","PC_LF","M","2011-07",7.673242,"E"
"G-7","HUR","TOT","PC_LF","M","2011-08",7.654979,"E"
"G-7","HUR","TOT","PC_LF","M","2011-09",7.679247,"E"
"G-7","HUR","TOT","PC_LF","M","2011-10",7.610053,"E"
"G-7","HUR","TOT","PC_LF","M","2011-11",7.582846,"E"
"G-7","HUR","TOT","PC_LF","M","2011-12",7.536246,"E"
"G-7","HUR","TOT","PC_LF","M","2012-01",7.46153,"E"
"G-7","HUR","TOT","PC_LF","M","2012-02",7.450014,"E"
"G-7","HUR","TOT","PC_LF","M","2012-03",7.454829,"E"
"G-7","HUR","TOT","PC_LF","M","2012-04",7.436918,"E"
"G-7","HUR","TOT","PC_LF","M","2012-05",7.422865,"E"
"G-7","HUR","TOT","PC_LF","M","2012-06",7.427502,"E"
"G-7","HUR","TOT","PC_LF","M","2012-07",7.426164,"E"
"G-7","HUR","TOT","PC_LF","M","2012-08",7.337185,"E"
"G-7","HUR","TOT","PC_LF","M","2012-09",7.260446,"E"
"G-7","HUR","TOT","PC_LF","M","2012-10",7.299155,"E"
"G-7","HUR","TOT","PC_LF","M","2012-11",7.261801,"E"
"G-7","HUR","TOT","PC_LF","M","2012-12",7.360596,"E"
"G-7","HUR","TOT","PC_LF","M","2013-01",7.452731,"E"
"G-7","HUR","TOT","PC_LF","M","2013-02",7.313034,"E"
"G-7","HUR","TOT","PC_LF","M","2013-03",7.234087,"E"
"G-7","HUR","TOT","PC_LF","M","2013-04",7.242922,"E"
"G-7","HUR","TOT","PC_LF","M","2013-05",7.209046,"E"
"G-7","HUR","TOT","PC_LF","M","2013-06",7.182483,"E"
"G-7","HUR","TOT","PC_LF","M","2013-07",7.040149,"E"
"G-7","HUR","TOT","PC_LF","M","2013-08",7.073494,"E"
"G-7","HUR","TOT","PC_LF","M","2013-09",7.032076,"E"
"G-7","HUR","TOT","PC_LF","M","2013-10",6.986999,"E"
"G-7","HUR","TOT","PC_LF","M","2013-11",6.852179,"E"
"G-7","HUR","TOT","PC_LF","M","2013-12",6.729059,"E"
"G-7","HUR","TOT","PC_LF","M","2014-01",6.665358,"E"
"G-7","HUR","TOT","PC_LF","M","2014-02",6.679584,"E"
"G-7","HUR","TOT","PC_LF","M","2014-03",6.651748,"E"
"G-7","HUR","TOT","PC_LF","M","2014-04",6.446778,"E"
"G-7","HUR","TOT","PC_LF","M","2014-05",6.455169,"E"
"G-7","HUR","TOT","PC_LF","M","2014-06",6.33603,"E"
"G-7","HUR","TOT","PC_LF","M","2014-07",6.41276,"E"
"G-7","HUR","TOT","PC_LF","M","2014-08",6.33298,"E"
"G-7","HUR","TOT","PC_LF","M","2014-09",6.27855,"E"
"G-7","HUR","TOT","PC_LF","M","2014-10",6.201826,"E"
"G-7","HUR","TOT","PC_LF","M","2014-11",6.201035,"E"
"G-7","HUR","TOT","PC_LF","M","2014-12",6.027676,"E"
"G-7","HUR","TOT","PC_LF","M","2015-01",6.058707,"E"
"G-7","HUR","TOT","PC_LF","M","2015-02",5.98444,"E"
"G-7","HUR","TOT","PC_LF","M","2015-03",5.951693,"E"
"G-7","HUR","TOT","PC_LF","M","2015-04",5.940895,"E"
"G-7","HUR","TOT","PC_LF","M","2015-05",6.007524,"E"
"G-7","HUR","TOT","PC_LF","M","2015-06",5.865585,"E"
"G-7","HUR","TOT","PC_LF","M","2015-07",5.767357,"E"
"G-7","HUR","TOT","PC_LF","M","2015-08",5.71183,"E"
"G-7","HUR","TOT","PC_LF","M","2015-09",5.667964,"E"
"G-7","HUR","TOT","PC_LF","M","2015-10",5.620135,"E"
"G-7","HUR","TOT","PC_LF","M","2015-11",5.637175,"E"
"G-7","HUR","TOT","PC_LF","M","2015-12",5.619549,"E"
"G-7","HUR","TOT","PC_LF","M","2016-01",5.522228,"E"
"G-7","HUR","TOT","PC_LF","M","2016-02",5.55609,"E"
"G-7","HUR","TOT","PC_LF","M","2016-03",5.575148,"E"
"G-7","HUR","TOT","PC_LF","M","2016-04",5.607956,"E"
"G-7","HUR","TOT","PC_LF","M","2016-05",5.459051,"E"
"G-7","HUR","TOT","PC_LF","M","2016-06",5.460235,"E"
"G-7","HUR","TOT","PC_LF","M","2016-07",5.415542,"E"
"G-7","HUR","TOT","PC_LF","M","2016-08",5.433928,"E"
"G-7","HUR","TOT","PC_LF","M","2016-09",5.483716,"E"
"G-7","HUR","TOT","PC_LF","M","2016-10",5.415939,"E"
"G-7","HUR","TOT","PC_LF","M","2016-11",5.359622,"E"
"G-7","HUR","TOT","PC_LF","M","2016-12",5.331026,"E"
"G-7","HUR","TOT","PC_LF","M","2017-01",5.275449,"E"
"G-7","HUR","TOT","PC_LF","M","2017-02",5.19451,"E"
"G-7","HUR","TOT","PC_LF","M","2017-03",5.112987,"E"
"G-7","HUR","TOT","PC_LF","M","2017-04",5.058479,"E"
"G-7","HUR","TOT","PC_LF","M","2017-05",5.093266,"E"
"G-7","HUR","TOT","PC_LF","M","2017-06",4.971143,"E"
"G-7","HUR","TOT","PC_LF","M","2017-07",4.956958,"E"
"G-7","HUR","TOT","PC_LF","M","2017-08",4.986603,"E"
"G-7","HUR","TOT","PC_LF","M","2017-09",4.894261,"E"
"G-7","HUR","TOT","PC_LF","M","2017-10",4.830666,"E"
"G-7","HUR","TOT","PC_LF","M","2017-11",4.827619,"E"
"G-7","HUR","TOT","PC_LF","M","2017-12",4.779395,"E"
"G-7","HUR","TOT","PC_LF","M","2018-01",4.683015,"E"
"G-7","HUR","TOT","PC_LF","M","2018-02",4.703962,"E"
"G-7","HUR","TOT","PC_LF","M","2018-03",4.677094,"E"
"G-7","HUR","TOT","PC_LF","M","2018-04",4.679241,"E"
"G-7","HUR","TOT","PC_LF","M","2018-05",4.509137,"E"
"G-7","HUR","TOT","PC_LF","M","2018-06",4.607497,"E"
"G-7","HUR","TOT","PC_LF","M","2018-07",4.490452,"E"
"G-7","HUR","TOT","PC_LF","M","2018-08",4.486174,"E"
"G-7","HUR","TOT","PC_LF","M","2018-09",4.42911,"E"
"G-7","HUR","TOT","PC_LF","M","2018-10",4.481463,"E"
"G-7","HUR","TOT","PC_LF","M","2018-11",4.465286,"E"
"G-7","HUR","TOT","PC_LF","M","2018-12",4.493392,"E"
"G-7","HUR","TOT","PC_LF","M","2019-01",4.513001,"E"
"G-7","HUR","TOT","PC_LF","M","2019-02",4.396109,"E"
"G-7","HUR","TOT","PC_LF","M","2019-03",4.403322,"E"
"G-7","HUR","TOT","PC_LF","M","2019-04",4.354616,"E"
"G-7","HUR","TOT","PC_LF","M","2019-05",4.301274,"E"
"G-7","HUR","TOT","PC_LF","M","2019-06",4.253366,"E"
"G-7","HUR","TOT","PC_LF","M","2019-07",4.235609,"E"
"G-7","HUR","TOT","PC_LF","M","2019-08",4.219653,"E"
"G-7","HUR","TOT","PC_LF","M","2019-09",4.162138,"E"
"G-7","HUR","TOT","PC_LF","M","2019-10",4.209556,"E"
"G-7","HUR","TOT","PC_LF","M","2019-11",4.223202,"E"
"G-7","HUR","TOT","PC_LF","M","2019-12",4.205766,"E"
"G-7","HUR","TOT","PC_LF","M","2020-01",4.225187,"E"
"G-7","HUR","TOT","PC_LF","M","2020-02",4.187738,"E"
"G-7","HUR","TOT","PC_LF","M","2020-03",4.538266,"E"
"G-7","HUR","TOT","PC_LF","M","2020-04",9.168242,"E"
"G-7","HUR","TOT","PC_LF","M","2020-05",8.675225,"E"
"G-7","HUR","TOT","PC_LF","M","2020-06",7.842398,"E"
"G-7","HUR","TOT","PC_LF","M","2020-07",7.566819,"E"
"G-7","HUR","TOT","PC_LF","M","2020-08",6.879453,"E"
"G-7","HUR","TOT","PC_LF","M","2020-09",6.597936,"E"
"G-7","HUR","TOT","PC_LF","M","2020-10",6.165649,"E"
"G-7","HUR","TOT","PC_LF","M","2020-11",5.98784,"E"
"G-7","HUR","TOT","PC_LF","M","2020-12",5.98632,"E"
"G-7","HUR","TOT","PC_LF","M","2021-01",5.860154,"E"
"G-7","HUR","TOT","PC_LF","M","2021-02",5.755717,"E"
"G-7","HUR","TOT","PC_LF","M","2021-03",5.564154,"E"
"G-7","HUR","TOT","PC_LF","M","2021-04",5.689878,"E"
"G-7","HUR","TOT","PC_LF","M","2021-05",5.547479,"E"
"G-7","HUR","TOT","PC_LF","M","2021-06",5.497837,"E"
"G-7","HUR","TOT","PC_LF","M","2021-07",5.208737,"E"
"EA19","HUR","TOT","PC_LF","M","1990-07",7.589817,"E"
"EA19","HUR","TOT","PC_LF","M","1990-08",7.644053,"E"
"EA19","HUR","TOT","PC_LF","M","1990-09",7.69924,"E"
"EA19","HUR","TOT","PC_LF","M","1990-10",7.724481,"E"
"EA19","HUR","TOT","PC_LF","M","1990-11",7.762915,"E"
"EA19","HUR","TOT","PC_LF","M","1990-12",7.79253,"E"
"EA19","HUR","TOT","PC_LF","M","1991-01",7.790544,"E"
"EA19","HUR","TOT","PC_LF","M","1991-02",7.80848,"E"
"EA19","HUR","TOT","PC_LF","M","1991-03",7.83097,"E"
"EA19","HUR","TOT","PC_LF","M","1991-04",7.86967,"E"
"EA19","HUR","TOT","PC_LF","M","1991-05",7.929185,"E"
"EA19","HUR","TOT","PC_LF","M","1991-06",7.594852,"E"
"EA19","HUR","TOT","PC_LF","M","1991-07",7.763278,"E"
"EA19","HUR","TOT","PC_LF","M","1991-08",7.822947,"E"
"EA19","HUR","TOT","PC_LF","M","1991-09",7.842628,"E"
"EA19","HUR","TOT","PC_LF","M","1991-10",7.900774,"E"
"EA19","HUR","TOT","PC_LF","M","1991-11",7.95415,"E"
"EA19","HUR","TOT","PC_LF","M","1991-12",7.974288,"E"
"EA19","HUR","TOT","PC_LF","M","1992-01",8.134561,"E"
"EA19","HUR","TOT","PC_LF","M","1992-02",8.1439,"E"
"EA19","HUR","TOT","PC_LF","M","1992-03",8.194921,"E"
"EA19","HUR","TOT","PC_LF","M","1992-04",8.2501,"E"
"EA19","HUR","TOT","PC_LF","M","1992-05",8.264141,"E"
"EA19","HUR","TOT","PC_LF","M","1992-06",8.359922,"E"
"EA19","HUR","TOT","PC_LF","M","1992-07",8.469437,"E"
"EA19","HUR","TOT","PC_LF","M","1992-08",8.586491,"E"
"EA19","HUR","TOT","PC_LF","M","1992-09",8.698858,"E"
"EA19","HUR","TOT","PC_LF","M","1992-10",8.880807,"E"
"EA19","HUR","TOT","PC_LF","M","1992-11",8.98692,"E"
"EA19","HUR","TOT","PC_LF","M","1992-12",9.116936,"B"
"EA19","HUR","TOT","PC_LF","M","1993-01",9.4,
"EA19","HUR","TOT","PC_LF","M","1993-02",9.5,
"EA19","HUR","TOT","PC_LF","M","1993-03",9.7,
"EA19","HUR","TOT","PC_LF","M","1993-04",9.9,
"EA19","HUR","TOT","PC_LF","M","1993-05",10,
"EA19","HUR","TOT","PC_LF","M","1993-06",10.2,
"EA19","HUR","TOT","PC_LF","M","1993-07",10.3,
"EA19","HUR","TOT","PC_LF","M","1993-08",10.4,
"EA19","HUR","TOT","PC_LF","M","1993-09",10.5,
"EA19","HUR","TOT","PC_LF","M","1993-10",10.6,
"EA19","HUR","TOT","PC_LF","M","1993-11",10.7,
"EA19","HUR","TOT","PC_LF","M","1993-12",10.8,
"EA19","HUR","TOT","PC_LF","M","1994-01",10.8,
"EA19","HUR","TOT","PC_LF","M","1994-02",10.9,
"EA19","HUR","TOT","PC_LF","M","1994-03",10.9,
"EA19","HUR","TOT","PC_LF","M","1994-04",10.9,
"EA19","HUR","TOT","PC_LF","M","1994-05",10.9,
"EA19","HUR","TOT","PC_LF","M","1994-06",10.9,
"EA19","HUR","TOT","PC_LF","M","1994-07",10.9,
"EA19","HUR","TOT","PC_LF","M","1994-08",10.8,
"EA19","HUR","TOT","PC_LF","M","1994-09",10.8,
"EA19","HUR","TOT","PC_LF","M","1994-10",10.9,
"EA19","HUR","TOT","PC_LF","M","1994-11",10.8,
"EA19","HUR","TOT","PC_LF","M","1994-12",10.8,"B"
"EA19","HUR","TOT","PC_LF","M","1995-01",10.7,
"EA19","HUR","TOT","PC_LF","M","1995-02",10.7,
"EA19","HUR","TOT","PC_LF","M","1995-03",10.6,
"EA19","HUR","TOT","PC_LF","M","1995-04",10.6,
"EA19","HUR","TOT","PC_LF","M","1995-05",10.6,
"EA19","HUR","TOT","PC_LF","M","1995-06",10.6,
"EA19","HUR","TOT","PC_LF","M","1995-07",10.6,
"EA19","HUR","TOT","PC_LF","M","1995-08",10.6,
"EA19","HUR","TOT","PC_LF","M","1995-09",10.7,
"EA19","HUR","TOT","PC_LF","M","1995-10",10.7,
"EA19","HUR","TOT","PC_LF","M","1995-11",10.7,
"EA19","HUR","TOT","PC_LF","M","1995-12",10.7,
"EA19","HUR","TOT","PC_LF","M","1996-01",10.7,
"EA19","HUR","TOT","PC_LF","M","1996-02",10.8,
"EA19","HUR","TOT","PC_LF","M","1996-03",10.8,
"EA19","HUR","TOT","PC_LF","M","1996-04",10.8,
"EA19","HUR","TOT","PC_LF","M","1996-05",10.8,
"EA19","HUR","TOT","PC_LF","M","1996-06",10.8,
"EA19","HUR","TOT","PC_LF","M","1996-07",10.8,
"EA19","HUR","TOT","PC_LF","M","1996-08",10.8,
"EA19","HUR","TOT","PC_LF","M","1996-09",10.8,
"EA19","HUR","TOT","PC_LF","M","1996-10",10.8,
"EA19","HUR","TOT","PC_LF","M","1996-11",10.8,
"EA19","HUR","TOT","PC_LF","M","1996-12",10.8,
"EA19","HUR","TOT","PC_LF","M","1997-01",10.8,
"EA19","HUR","TOT","PC_LF","M","1997-02",10.9,
"EA19","HUR","TOT","PC_LF","M","1997-03",10.8,
"EA19","HUR","TOT","PC_LF","M","1997-04",10.9,
"EA19","HUR","TOT","PC_LF","M","1997-05",10.8,
"EA19","HUR","TOT","PC_LF","M","1997-06",10.8,
"EA19","HUR","TOT","PC_LF","M","1997-07",10.7,
"EA19","HUR","TOT","PC_LF","M","1997-08",10.7,
"EA19","HUR","TOT","PC_LF","M","1997-09",10.7,
"EA19","HUR","TOT","PC_LF","M","1997-10",10.7,
"EA19","HUR","TOT","PC_LF","M","1997-11",10.6,
"EA19","HUR","TOT","PC_LF","M","1997-12",10.6,
"EA19","HUR","TOT","PC_LF","M","1998-01",10.5,
"EA19","HUR","TOT","PC_LF","M","1998-02",10.5,
"EA19","HUR","TOT","PC_LF","M","1998-03",10.5,
"EA19","HUR","TOT","PC_LF","M","1998-04",10.8,
"EA19","HUR","TOT","PC_LF","M","1998-05",10.7,
"EA19","HUR","TOT","PC_LF","M","1998-06",10.7,
"EA19","HUR","TOT","PC_LF","M","1998-07",10.6,
"EA19","HUR","TOT","PC_LF","M","1998-08",10.6,
"EA19","HUR","TOT","PC_LF","M","1998-09",10.5,
"EA19","HUR","TOT","PC_LF","M","1998-10",10.5,
"EA19","HUR","TOT","PC_LF","M","1998-11",10.4,
"EA19","HUR","TOT","PC_LF","M","1998-12",10.3,
"EA19","HUR","TOT","PC_LF","M","1999-01",10.2,
"EA19","HUR","TOT","PC_LF","M","1999-02",10.1,
"EA19","HUR","TOT","PC_LF","M","1999-03",10.1,
"EA19","HUR","TOT","PC_LF","M","1999-04",10,
"EA19","HUR","TOT","PC_LF","M","1999-05",9.9,
"EA19","HUR","TOT","PC_LF","M","1999-06",9.9,
"EA19","HUR","TOT","PC_LF","M","1999-07",9.8,
"EA19","HUR","TOT","PC_LF","M","1999-08",9.7,
"EA19","HUR","TOT","PC_LF","M","1999-09",9.6,
"EA19","HUR","TOT","PC_LF","M","1999-10",9.6,
"EA19","HUR","TOT","PC_LF","M","1999-11",9.5,
