PACIFIC Exchange Rate Service,,,,,,,,,,,,
Jul.Day,YYYY/MM/DD,Wdy,PHP/XDR,XPT/XDR,PLN/XDR,PTE/XDR,RON/XDR,RUB/XDR,SAR/XDR,RSD/XDR,XAG/XDR,SGD/XDR
2459192,2020/12/8,Tue,69.198,0.001402,5.2959,237.64,5.7778,105.257,5.3862,,0.05866,1.9207
2459193,2020/12/9,Wed,69.211,0.0014024,5.2528,238.01,5.7798,105.869,5.3818,,0.059567,1.9186
2459194,2020/12/10,Thu,68.943,0.0013827,5.2347,237.29,5.7582,105.039,5.3835,,0.060091,1.9182
2459195,2020/12/11,Fri,69.001,0.0014217,5.2465,237.35,5.7598,104.67,5.3811,,0.060236,1.918
2459198,2020/12/14,Mon,69.194,0.0013992,5.2559,237.08,5.7693,105.654,5.3899,,0.060236,1.9167
2459199,2020/12/15,Tue,68.968,0.0014001,5.2524,237.23,5.7563,105.743,5.3947,,0.059382,1.9168
2459200,2020/12/16,Wed,69.211,0.0013968,5.2381,237.05,5.7499,105.73,5.4032,,0.057305,1.9148
2459201,2020/12/17,Thu,69.489,0.0013824,5.25,236.28,5.7548,105.286,5.4196,,0.056123,1.9148
2459202,2020/12/18,Fri,69.453,0.0013899,5.2775,236.28,5.7382,106.044,5.4127,,0.055886,1.9166
2459205,2020/12/21,Mon,69.419,0.0014565,5.3228,236.24,5.7348,107.921,5.4039,,0.055074,1.9212
2459206,2020/12/22,Tue,69.415,0.0014122,5.3197,236.74,5.7382,108.814,5.3996,,0.05584,1.9226
2459207,2020/12/23,Wed,69.07,0.0014275,5.3203,236.93,5.7558,108.099,5.405,,0.056898,1.9193
2459208,2020/12/24,Thu,69.179,,5.3187,237.02,5.7561,106.909,5.408,,0.055896,1.9148
2459213,2020/12/29,Tue,69.268,0.0013887,5.328,236.14,5.7336,106.562,5.4156,,0.055178,1.9154
2459214,2020/12/30,Wed,69.407,0.0013538,5.3578,235.89,5.7242,107.904,5.4253,,0.054966,1.9138
2459215,2020/12/31,Thu,69.585,,5.3664,236.33,5.7296,107.219,5.421,,0.054562,1.9096
2459219,2021/1/4,Mon,69.73,0.0012938,5.3693,236.41,5.7516,106.983,5.4263,,0.053042,1.9089
2459220,2021/1/5,Tue,69.385,0.0013395,5.3459,236.29,5.7277,107.537,5.4324,,0.052635,1.9087
2459221,2021/1/6,Wed,69.643,0.0013322,5.3041,235.86,5.7222,106.86,5.4331,,0.052611,1.9097
2459222,2021/1/7,Thu,69.507,0.0013104,5.2973,236.2,5.7345,107.782,5.4225,,0.053275,1.9155
2459223,2021/1/8,Fri,69.583,0.0012987,5.3253,236.63,5.7497,107.233,5.4186,,0.054199,1.9136
2459226,2021/1/11,Mon,69.253,0.0014173,5.3632,237.42,5.7671,107.683,5.4015,,0.057551,1.9157
2459227,2021/1/12,Tue,69.25,0.0013747,5.3623,237.53,5.773,106.371,5.4109,,0.056497,1.9131
2459228,2021/1/13,Wed,69.199,0.0013315,5.3555,237.69,5.7664,106.312,5.4097,,0.056918,1.9124
2459229,2021/1/14,Thu,69.048,0.0013008,5.3808,237.97,5.7791,105.483,5.407,,0.05708,1.9105
2459230,2021/1/15,Fri,69.173,0.001326,5.3906,238.48,5.7895,105.842,5.3966,,0.056991,1.9131
2459233,2021/1/18,Mon,69.025,0.001336,5.4027,238.71,5.8019,106.479,5.3928,,0.057815,1.9135
2459234,2021/1/19,Tue,69.198,0.00132,5.3875,238.08,5.7905,106.069,5.4019,,0.056931,1.9139
2459235,2021/1/20,Wed,68.879,0.001302,5.371,238.52,5.7758,105.838,5.4033,,0.05693,1.909
2459236,2021/1/21,Thu,69.345,0.001278,5.3766,238,5.7869,106.544,5.4127,,0.055785,1.909
2459237,2021/1/22,Fri,69.339,0.0013195,5.3845,237.59,5.7826,108.326,5.4099,,0.056961,1.9154
2459240,2021/1/25,Mon,69.379,0.0012995,5.3921,238,5.7881,108.813,5.4054,,0.056216,1.9136
2459241,2021/1/26,Tue,69.28,0.0013058,5.3954,237.89,5.7851,108.448,5.4128,,0.056807,1.9117
2459242,2021/1/27,Wed,69.348,0.0013479,5.4174,238.49,5.8022,108.95,5.3995,,0.057161,1.9127
2459243,2021/1/28,Thu,68.944,0.0013221,5.3934,238.24,5.7836,109.495,5.4058,,0.057176,1.9152
2459244,2021/1/29,Fri,69.256,0.0012989,5.3787,238.13,5.7879,109.031,5.4083,,0.052592,1.9146
2459247,2021/2/1,Mon,69.21,0.001286,5.3716,238.69,5.8071,109.167,5.3929,,0.048599,1.9157
2459248,2021/2/2,Tue,68.863,0.0013028,5.3642,239.33,5.8165,108.765,5.3857,,0.052542,1.914
2459249,2021/2/3,Wed,68.9,0.0013015,5.3616,239.39,5.8172,109.162,5.3844,,0.053564,1.9139
2459250,2021/2/4,Thu,69.031,0.0013221,5.3796,239.99,5.8362,108.334,5.3755,,0.054285,1.9166
2459251,2021/2/5,Fri,68.919,0.0012809,5.3832,239.3,5.8285,107.288,5.3865,,0.054123,1.9167
2459254,2021/2/8,Mon,69.004,0.0012378,5.3473,239.17,5.8154,106.678,5.3904,,0.052873,1.9163
2459255,2021/2/9,Tue,69.133,0.001217,5.3222,238.67,5.7969,106.557,5.4048,,0.052143,1.9125
2459256,2021/2/10,Wed,69.254,0.0011638,5.3269,238.31,5.7943,106.373,5.4083,,0.052953,1.9118
2459257,2021/2/11,Thu,69.356,0.0011663,5.3465,238.2,5.7946,106.325,5.4074,,0.053146,1.9098
2459258,2021/2/12,Fri,69.107,0.00118,5.3449,238.47,5.79,106.473,5.4037,,0.053223,1.9098
2459262,2021/2/16,Tue,69.688,0.0011387,5.344,238.42,5.798,106.223,5.4022,,0.052237,1.9111
2459263,2021/2/17,Wed,69.748,0.0011598,5.3728,239.29,5.819,106.206,5.3902,,0.052998,1.91
2459264,2021/2/18,Thu,69.969,0.0011368,5.3582,238.83,5.8193,106.231,5.3979,,0.052979,1.9107
2459265,2021/2/19,Fri,69.935,0.0011145,5.3278,238.48,5.7946,106.757,5.4093,,0.053512,1.9099
2459268,2021/2/22,Mon,70.237,0.0011388,5.3448,238.18,5.7935,107.324,5.4157,,0.052614,1.9091
2459269,2021/2/23,Tue,70.109,0.0011542,5.3532,238.25,5.792,106.852,5.4157,,0.051631,1.9064
2459270,2021/2/24,Wed,70.074,0.001162,5.3593,238.32,5.7829,106.4,5.4122,,0.052017,1.9058
2459271,2021/2/25,Thu,70.625,0.0011583,5.3566,237.35,5.787,107.236,5.4212,,0.051764,1.9108
2459272,2021/2/26,Fri,70.365,0.0011954,5.3808,238.47,5.8052,107.581,5.3981,,0.053934,1.9157
2459275,2021/3/1,Mon,69.716,0.0011895,5.3913,239.12,5.8065,106.453,5.3889,,0.053437,1.9094
2459276,2021/3/2,Tue,69.55,0.0012101,5.4033,238.87,5.8134,106.085,5.3925,,0.054745,1.9125
2459277,2021/3/3,Wed,69.638,0.0012143,5.4042,238.89,5.8141,106.195,5.3933,,0.054079,1.9145
2459278,2021/3/4,Thu,69.596,0.0012347,5.4259,239.46,5.8172,105.961,5.3814,,0.055275,1.9131
2459279,2021/3/5,Fri,69.305,0.0012723,5.462,240.34,5.8279,106.345,5.3598,,0.056351,1.9174
2459282,2021/3/8,Mon,69.373,0.0012525,5.521,240.9,5.8631,106.207,5.3465,,0.056662,1.9229
2459283,2021/3/9,Tue,69.47,0.0012245,5.5171,240.67,5.8814,105.56,5.3564,,0.055438,1.9202
2459284,2021/3/10,Wed,69.353,0.0012138,5.4916,240.51,5.8653,105.269,5.3588,,0.055708,1.9212
2459285,2021/3/11,Thu,69.274,0.0011853,5.4682,239.86,5.8363,105.179,5.3704,,0.054547,1.9197
2459286,2021/3/12,Fri,68.891,0.0012052,5.4694,239.96,5.8251,104.856,5.3609,,0.056108,1.922
2459289,2021/3/15,Mon,69.366,0.0011778,5.5037,240.17,5.855,104.265,5.359,,0.054737,1.9225
2459290,2021/3/16,Tue,69.38,0.0011811,5.4951,240.42,5.8462,103.889,5.3555,,0.054755,1.9213
2459291,2021/3/17,Wed,69.511,0.0011963,5.5309,240.25,5.8592,105.481,5.3565,,0.055258,1.9222
2459292,2021/3/18,Thu,69.639,0.001175,5.5538,240.26,5.8666,105.951,5.3581,,0.05468,1.9197
2459293,2021/3/19,Fri,69.346,0.0012168,5.5434,240.5,5.8617,105.874,5.3541,,0.054531,1.9163
2459296,2021/3/22,Mon,69.388,0.0012077,5.5201,240.06,5.8614,106.922,5.3589,,0.055505,1.9147
2459297,2021/3/23,Tue,69.265,0.001202,5.5373,240.82,5.8612,108.464,5.3455,,0.055641,1.9154
2459298,2021/3/24,Wed,69.019,0.0012111,5.5583,241.23,5.8705,108.601,5.336,,0.05648,1.9147
2459299,2021/3/25,Thu,69.155,0.0012102,5.5964,241.67,5.8939,108.415,5.3288,,0.057591,1.9153
2459300,2021/3/26,Fri,68.939,0.0012239,5.6101,241.64,5.8979,107.749,5.3296,,0.056713,1.9126
2459303,2021/3/29,Mon,68.845,0.0011921,5.6001,241.72,5.9097,107.712,5.3247,,0.057179,1.9133
2459304,2021/3/30,Tue,68.862,0.0012149,5.6261,242.24,5.9436,107.72,5.3124,,0.058198,1.9091
2459305,2021/3/31,Wed,68.622,0.0011994,5.6088,242.16,5.9362,107.069,5.3167,,0.059069,1.906
2459306,2021/4/1,Thu,68.806,0.0011832,5.5561,241.78,5.9176,108.166,5.3211,,0.058346,1.9077
2459310,2021/4/5,Mon,,,,241.42,,108.548,5.3299,,,1.9072
2459311,2021/4/6,Tue,69.174,0.0011658,5.5309,240.87,5.9237,109.673,5.3379,,0.056845,1.907
2459312,2021/4/7,Wed,69.519,0.0011476,5.4876,240.25,5.8989,110.033,5.3414,,0.057,1.9083
2459313,2021/4/8,Thu,69.23,0.0011655,5.4595,240.01,5.9016,109.328,5.3458,,0.056272,1.9101
2459314,2021/4/9,Fri,69.028,0.0011839,5.4243,240.06,5.8791,110.211,5.3409,,0.05646,1.9099
2459317,2021/4/12,Mon,69.324,0.001207,5.4225,239.93,5.8968,110.389,5.3463,,0.056657,1.9116
2459318,2021/4/13,Tue,69.049,0.0012225,5.4505,239.63,5.8748,109.14,5.3494,,0.057179,1.9141
2459319,2021/4/14,Wed,69.163,0.0012109,5.4272,239.29,5.8685,108.208,5.3586,,0.056411,1.909
2459320,2021/4/15,Thu,69.476,0.0012022,5.4555,239.41,5.8981,109.207,5.3607,,0.055867,1.9078
2459321,2021/4/16,Fri,69.196,0.0011926,5.4293,239.29,5.8771,108.354,5.3641,,0.054703,1.9074
2459324,2021/4/19,Mon,69.519,0.0011737,5.4295,238.98,5.8817,109.485,5.3792,,0.054942,1.9083
2459325,2021/4/20,Tue,69.572,0.0012104,5.4407,238.9,5.8893,110.226,5.3798,,0.055424,1.9062
2459326,2021/4/21,Wed,68.978,0.0012039,5.4047,239.1,5.8436,109.893,5.3778,,0.055341,1.906
2459327,2021/4/22,Thu,69.32,0.0011805,5.4176,239.06,5.8584,108.371,5.3747,,0.054491,1.9049
2459328,2021/4/23,Fri,69.438,0.001154,5.4308,238.36,5.862,107.49,5.3842,,0.054952,1.9054
2459331,2021/4/26,Mon,69.299,0.0011676,5.4045,238.29,5.8388,107.509,5.3852,,0.055002,1.904
2459332,2021/4/27,Tue,69.544,0.0011551,5.4245,238.26,5.8534,107.282,5.3835,,0.054626,1.9039
2459333,2021/4/28,Wed,69.465,0.0011818,5.4411,238.09,5.848,107.214,5.3851,,0.055506,1.9039
2459334,2021/4/29,Thu,69.53,0.0011821,5.4131,237.79,5.8368,107.085,5.3902,,0.054687,1.9063
2459335,2021/4/30,Fri,69.193,0.0011769,5.4175,238.58,5.8508,107.706,5.3754,,0.055399,1.9058
2459338,2021/5/3,Mon,69.097,,5.4152,238.49,5.8614,107.477,5.3804,,,1.9079
2459339,2021/5/4,Tue,68.721,0.001148,5.4209,238.95,5.8598,107.449,5.3724,,0.053407,1.915
2459340,2021/5/5,Wed,68.792,0.0011729,5.4618,239.28,5.8785,107.168,5.3715,,0.054465,1.9131
2459341,2021/5/6,Thu,68.569,0.0011644,5.4372,238.55,5.8397,106.714,5.38,,0.053677,1.9139
2459342,2021/5/7,Fri,68.808,0.0011574,5.4518,237.72,5.8702,106.141,5.4004,,0.052597,1.9091
2459345,2021/5/10,Mon,68.916,0.0011383,5.3989,237.78,5.8269,106.949,5.4088,,0.051999,1.9104
2459346,2021/5/11,Tue,68.971,0.0011774,5.3919,237.77,5.8358,107.03,5.4096,,0.052485,1.9119
2459347,2021/5/12,Wed,68.783,0.0011584,5.3956,238.44,5.8498,107.136,5.3917,,0.052445,1.9152
2459348,2021/5/13,Thu,68.919,0.0011932,5.4117,238.43,5.8647,106.432,5.3873,,0.053565,1.9158
2459349,2021/5/14,Fri,68.633,0.0011744,5.3631,237.83,5.8424,106.311,5.3995,,0.052877,1.9185
2459352,2021/5/17,Mon,68.824,0.0011743,5.372,237.72,5.825,106.659,5.4041,,0.052185,1.9242
2459353,2021/5/18,Tue,69.331,0.0011831,5.3606,237.04,5.8381,106.672,5.4183,,0.050732,1.9209
2459354,2021/5/19,Wed,69.206,0.0012059,5.3521,237.08,5.8365,106.502,5.4142,,0.052159,1.924
2459355,2021/5/20,Thu,68.895,0.0012044,5.3258,237.01,5.8123,106.284,5.4149,,0.052059,1.9226
2459356,2021/5/21,Fri,69.221,0.0012044,5.3218,237.44,5.8406,106.115,5.4113,,0.051903,1.921
2459360,2021/5/25,Tue,69.723,0.0012189,5.2959,236.64,5.8169,106.284,5.4216,,0.052465,1.9169
2459361,2021/5/26,Wed,69.662,0.0012026,5.3205,237.19,5.8185,106.07,5.4168,,0.051363,1.913
2459362,2021/5/27,Thu,69.245,0.0012185,5.3005,237.37,5.8116,106.164,5.4154,,0.052211,1.912
2459363,2021/5/28,Fri,68.87,0.0012337,5.3205,237.55,5.8341,105.731,5.4128,,0.052242,1.9102
2459366,2021/5/31,Mon,68.88,,5.3144,237.17,5.8284,106.196,5.4203,,,1.91
2459367,2021/6/1,Tue,69.113,0.0012199,5.2848,236.9,5.8209,106.188,5.4219,,0.051242,1.9109
2459368,2021/6/2,Wed,69.019,0.0012136,5.2852,237.23,5.8243,105.741,5.4154,,0.052051,1.9101
2459369,2021/6/3,Thu,68.962,0.0012307,5.2745,237.88,5.8314,105.623,5.4006,,0.051881,1.9116
2459370,2021/6/4,Fri,68.715,0.0012434,5.3077,237.71,5.8452,105,5.4097,,0.05271,1.9103
2459373,2021/6/7,Mon,68.771,0.0012317,5.302,237.48,5.8448,104.99,5.4142,,0.052342,1.9095
2459374,2021/6/8,Tue,68.951,0.0012374,5.3049,237.48,5.8437,104.449,5.4102,,0.052058,1.9098
2459375,2021/6/9,Wed,69.021,0.0012452,5.2808,237.4,5.8364,104.211,5.4125,,0.052327,1.9108
2459376,2021/6/10,Thu,68.815,0.0012634,5.3057,237.6,5.8272,103.861,5.4104,,0.05216,1.9103
2459377,2021/6/11,Fri,68.913,0.0012485,5.3218,238.36,5.8562,103.601,5.3991,,0.051157,1.9085
2459380,2021/6/14,Mon,68.767,0.0012477,5.3563,238.13,5.8368,104.06,5.3991,,0.051922,1.9102
2459381,2021/6/15,Tue,69.179,0.0012461,5.3766,238.03,5.8529,103.794,5.3973,,0.052098,1.9106
2459382,2021/6/16,Wed,69.219,0.0012531,5.3649,238.41,5.8483,103.769,5.3943,,0.051913,1.9103
2459383,2021/6/17,Thu,69.298,0.001306,5.4362,240.3,5.8996,103.238,5.3579,,0.053725,1.9168
2459384,2021/6/18,Fri,69.324,0.0013329,5.4736,240.81,5.9257,103.521,5.3479,,0.054055,1.9174
2459387,2021/6/21,Mon,69.428,0.001373,5.4286,240.37,5.8966,104.518,5.3558,,0.055017,1.919
2459388,2021/6/22,Tue,69.344,0.0013506,5.4295,240.14,5.8998,104.373,5.3533,,0.05497,1.9206
2459389,2021/6/23,Wed,69.692,0.001311,5.4141,239.86,5.8972,103.891,5.3595,,0.055077,1.9214
2459390,2021/6/24,Thu,69.568,0.0013103,5.4221,239.91,5.9015,103.227,5.3563,,0.054953,1.9182
2459391,2021/6/25,Fri,69.287,0.0012979,5.3952,239.84,5.889,103.28,5.3594,,0.054688,1.9177
2459394,2021/6/28,Mon,69.541,0.0012948,5.4059,240.11,5.9094,103.019,5.3561,,0.054739,1.9183
2459395,2021/6/29,Tue,69.393,0.0013332,5.4291,240.4,5.9194,103.92,5.3502,,0.054962,1.9192
2459396,2021/6/30,Wed,69.641,0.0013453,5.4214,240.83,5.9106,103.99,5.3427,,0.055295,1.9162
2459398,2021/7/2,Fri,69.998,0.0013048,5.4232,240.84,5.9047,104.486,5.3385,,0.054396,1.9189
2459401,2021/7/5,Mon,70.142,0.0012968,5.4034,240.79,5.9073,104.707,5.3451,,0.053689,1.9168
2459402,2021/7/6,Tue,71.086,0.0012868,5.4375,241.28,5.9605,105.435,5.3385,,0.053483,1.9168
2459403,2021/7/7,Wed,71.131,0.0013002,5.4521,241.56,5.9439,106.253,5.335,,0.053909,1.9177
2459404,2021/7/8,Thu,71.168,0.0013285,5.4568,241.03,5.9086,106.687,5.3423,,0.054556,1.9266
2459405,2021/7/9,Fri,71.287,0.001308,5.4616,240.85,5.9165,105.938,5.3478,,0.054813,1.9271
2459408,2021/7/12,Mon,71.819,0.00129,5.4652,240.98,5.9138,106.254,5.3462,,0.054982,1.927
2459409,2021/7/13,Tue,71.357,0.0012877,5.5033,241.64,5.9356,105.61,5.3359,,0.054506,1.9273
2459410,2021/7/14,Wed,71.732,0.0012583,5.5264,241.49,5.9555,105.519,5.3424,,0.05443,1.928
2459411,2021/7/15,Thu,71.649,0.00126,5.5301,241.71,5.9582,105.855,5.3401,,0.054333,1.9287
2459412,2021/7/16,Fri,71.591,0.0012546,5.5314,241.56,5.9436,105.45,5.3369,,0.054499,1.9294
2459415,2021/7/19,Mon,72.27,0.0013117,5.5393,241.61,5.9477,106.094,5.3328,,0.056146,1.9387
2459416,2021/7/20,Tue,72.209,0.001326,5.53,241.82,5.9273,105.722,5.3266,,0.056591,1.9418
2459417,2021/7/21,Wed,71.173,0.001332,5.5105,241.69,5.9021,105.188,5.3315,,0.056614,1.94
2459418,2021/7/22,Thu,71.231,0.0013188,5.5201,241.96,5.9512,105.098,5.3317,,0.05671,1.933
2459419,2021/7/23,Fri,71.417,0.0013215,5.5195,242,5.9466,104.712,5.3277,,0.056451,1.9316
2459422,2021/7/26,Mon,71.557,0.0013357,5.5333,241.6,5.9355,105.007,5.3351,,0.056082,1.9328
2459423,2021/7/27,Tue,71.865,0.0013368,5.5397,241.39,5.9367,104.841,5.3389,,0.056686,1.9365
2459424,2021/7/28,Wed,71.661,0.001358,5.5392,241.62,5.9306,104.889,5.3384,,0.057398,1.9346
2459425,2021/7/29,Thu,71.718,0.0013299,5.4978,240.93,5.9101,104.602,5.3562,,0.056122,1.9327
2459426,2021/7/30,Fri,71.507,0.0013668,5.4864,241.07,5.9153,104.11,5.3512,,0.055979,1.9324
2459430,2021/8/3,Tue,70.964,0.0013568,5.4851,241.11,5.921,104.107,5.3532,,0.056063,1.9296
2459431,2021/8/4,Wed,70.947,0.0013522,5.465,241.34,5.9156,104.292,5.3503,,0.055574,1.9262
2459432,2021/8/5,Thu,71.754,0.0014077,5.4699,241.46,5.9124,104.214,5.3467,,0.056031,1.9261
2459433,2021/8/6,Fri,72.091,0.0014261,5.5071,242.24,5.9419,104.35,5.3313,,0.05693,1.9255
2459436,2021/8/9,Mon,71.761,0.0014514,5.526,242.45,5.9484,104.405,5.3293,,0.059601,1.9276
2459437,2021/8/10,Tue,71.296,0.0014408,5.5284,242.8,5.9398,104.994,5.3219,,0.060675,1.9288
2459438,2021/8/11,Wed,71.559,0.0014091,5.5501,242.57,5.9501,104.613,5.3263,,0.060661,1.9268
2459439,2021/8/12,Thu,71.66,0.0013976,5.5502,242.58,5.9457,104.573,5.3258,,0.060641,1.9279
2459440,2021/8/13,Fri,72.01,0.0013882,5.5317,242,5.9398,104.134,5.3362,,0.060849,1.929
2459443,2021/8/16,Mon,72.315,0.0013993,5.5241,242.24,5.9458,104.295,5.3377,,0.060453,1.9293
2459444,2021/8/17,Tue,71.671,0.0013945,5.5076,242.76,5.9485,104.183,5.3237,,0.059397,1.9331
2459445,2021/8/18,Wed,71.649,0.0014159,5.5277,242.91,5.9662,104.789,5.3203,,0.059939,1.9303
2459446,2021/8/19,Thu,71.783,0.0014578,5.5682,243.06,5.989,105.258,5.3138,,0.060708,1.9328
2459447,2021/8/20,Fri,71.015,0.0014513,5.5462,242.98,5.963,105.261,5.3122,,0.061042,1.9299
2459450,2021/8/23,Mon,71.004,0.0014069,5.538,242.47,5.9517,105.098,5.3233,,0.060589,1.9269
2459451,2021/8/24,Tue,71.031,0.0014121,5.5333,242.4,5.9548,104.738,5.3273,,0.059787,1.925
2459452,2021/8/25,Wed,70.708,0.0014203,5.5337,242.26,5.9581,105.118,5.3262,,0.059789,1.9228
2459453,2021/8/26,Thu,71.196,0.0014329,5.5427,242.16,5.9712,105.367,5.3261,,0.059981,1.9226
2459454,2021/8/27,Fri,70.774,0.0014348,5.5203,241.89,5.9434,104.999,5.3325,,0.060223,1.9157
2459457,2021/8/30,Mon,70.892,,5.5085,241.77,5.9505,104.602,5.3359,,,1.9134
2459458,2021/8/31,Tue,70.851,0.001422,5.4612,241.55,5.951,104.416,5.3387,,0.059199,1.9132
2459459,2021/9/1,Wed,71.415,0.0014077,5.4413,241.14,5.9565,103.937,5.3437,,0.059558,1.9152
2459460,2021/9/2,Thu,70.819,0.0014257,5.4062,240.97,5.9249,103.918,5.3478,,0.059,1.9148
2459461,2021/9/3,Fri,71.109,0.0014191,5.4156,240.79,5.9381,103.904,5.354,,0.05935,1.9149
2459465,2021/9/7,Tue,71.701,0.001409,5.4384,241.03,5.9591,104.406,5.3429,,0.058755,1.9167
2459466,2021/9/8,Wed,71.394,0.0014277,5.4409,241.41,5.9608,104.295,5.3382,,0.05854,1.9156
2459467,2021/9/9,Thu,71.011,0.001448,5.4486,241.54,5.945,103.92,5.3438,,0.059012,1.913
2459468,2021/9/10,Fri,71.236,0.0014586,5.4795,241.63,5.9616,104.043,5.3442,,0.059314,1.9098
2459471,2021/9/13,Mon,71.01,0.001486,5.4952,241.86,5.9703,103.596,5.3394,,0.060373,1.9111
2459472,2021/9/14,Tue,71.044,0.0014985,5.4962,241.71,5.972,103.757,5.3446,,0.060386,1.9128
2459473,2021/9/15,Wed,70.593,0.0015146,5.4681,241.88,5.9469,103.271,5.3457,,0.059797,1.9115
2459474,2021/9/16,Thu,71.191,0.0015175,5.5487,242.41,6.0003,103.037,5.3317,,0.060584,1.9129
2459475,2021/9/17,Fri,71.271,0.0014905,5.55,242.53,5.9964,103.316,5.3272,,0.061733,1.9142
2459478,2021/9/20,Mon,71.163,0.0015246,5.5625,242.72,5.9853,104.461,5.3223,,0.063379,1.9188
"(C) 2021 Prof. Werner Antweiler, UBC",,,,,,,,,,,,
